Звук и ярость,Иван Тургенев,Роман,1558,21,83,Мягкий,Покупка,31.12.2019,18.04.2021,Ужасная книга
Демократия в Америке,Николай Гоголь,Рассказ,1781,91,21,Твердый,Покупка,03.02.2005,04.09.2002,Замечательная книга
Безмолвная весна,Шарлотта Бронте,Рассказ,1647,94,89,Мягкий,Покупка,15.05.2013,06.07.2020,Неплохя книга
Потерянный рай,Илья Ильф,Научная лит-ра,1796,94,97,Мягкий,Наследство,30.08.1995,30.01.2002,Сложная для понимания книга
Свет в августе,Владимир Богомолов,Стихотворения,1536,37,30,Твердый,Наследство,27.01.1997,23.08.2018,Неплохя книга
Возлюбленная,Владимир Обручев,Комедия,1686,15,11,Мягкий,Покупка,27.03.2003,15.01.2005,Сложная для понимания книга
История,Ганс Христиан Андерсен,Фантастика,1413,19,18,Твердый,Покупка,27.12.2003,25.01.2017,Хорошая книга
Гамлет,Габриэль Гарсиа Маркес,Учебник,1542,23,39,Мягкий,Покупка,16.09.2011,10.11.2005,Ужасная книга
Лорд Джим,Григорий Белых,Комедия,1479,13,95,Твердый,Наследство,19.02.2008,31.03.2011,Замечательная книга
Путешествия Гулливера,Виктор Гюго,Стихотворения,1401,23,35,Твердый,Наследство,15.03.2018,10.11.1996,Сложная для понимания книга
Сыновья и любовники,Анатолий Рыбаков,Драма,1726,99,61,Мягкий,Наследство,26.04.2013,26.04.2021,Ужасная книга
Возлюбленная,Лев Кассиль,Роман,1867,94,99,Мягкий,Наследство,28.09.2000,06.11.2000,Хорошая книга
Тропик Рака,Максим Горький,Повесть,1779,34,23,Мягкий,Наследство,07.03.2009,14.04.2010,Замечательная книга
Смерть приходит за архиепископом,Ганс Христиан Андерсен,Драма,1825,49,62,Мягкий,Подарок,14.01.2007,01.08.1998,Сложная для понимания книга
Библия,Григорий Белых,Учебник,1553,81,65,Твердый,Подарок,10.07.2009,10.10.1999,Сложная для понимания книга
 вещай с горы,Владимир Обручев,Драма,1609,92,61,Твердый,Подарок,27.09.2004,29.08.2015,Ужасная книга
Свет в августе,Лев Толстой,Стихотворения,1766,58,67,Твердый,Покупка,03.05.2015,29.12.2005,Неплохя книга
 Воспитание Генри Адамса,Оскар Уайльд,Стихотворения,1590,42,56,Мягкий,Наследство,08.02.2002,11.02.2010,Хорошая книга
Дети полуночи,Виктор Гюго,Учебник,1653,10,43,Мягкий,Покупка,18.03.2008,26.11.2017,Неплохя книга
Улисс,Уильям Шекспир,Повесть,1869,48,47,Твердый,Покупка,04.09.2012,07.08.1997,Хорошая книга
Кролик,Герман Гессе,Психология,1628,32,53,Мягкий,Покупка,07.05.2001,10.02.2006,Замечательная книга
Сто лет одиночества,Эрнест Хемингуэй,Психология,1963,28,33,Мягкий,Покупка,05.08.2016,05.11.2020,Сложная для понимания книга
Унесенные ветром,Иван Ефремов,Стихотворения,1994,42,91,Мягкий,Покупка,17.06.2014,17.08.2001,Неплохя книга
Эпоха невинности,Александр Беляев,Стихотворения,1726,48,19,Твердый,Покупка,11.12.1995,20.02.2006,Хорошая книга
Гордость и предубеждение,Владимир Обручев,Рассказ,1562,35,34,Твердый,Покупка,04.09.2017,21.11.2014,Ужасная книга
Кентерберийские рассказы,Джек Лондон,Учебник,1981,56,67,Твердый,Покупка,30.09.2005,04.09.2018,Сложная для понимания книга
Темные начала,Сергей Есенин,Психология,1868,79,43,Мягкий,Подарок,04.02.2003,01.03.1999,Неплохя книга
Война и мир,Евгений Замятин,Роман,1839,27,12,Твердый,Покупка,21.09.2011,31.05.2016,Неплохя книга
Ночь,Михаил Булгаков,Роман,1512,79,78,Твердый,Подарок,25.03.2020,28.08.1998,Замечательная книга
Левиафан,Братья Вайнеры,Повесть,1873,33,37,Твердый,Наследство,11.06.2001,01.04.2008,Неплохя книга
 беги,Джейн Остин,Учебник,1687,98,64,Мягкий,Покупка,05.06.2007,11.08.2004,Ужасная книга
Золотая тетрадь,Оскар Уайльд,Психология,1525,91,54,Твердый,Наследство,17.04.2004,30.12.2006,Неплохя книга
Золотая тетрадь,Лев Толстой,Стихотворения,1533,45,38,Мягкий,Подарок,25.06.2012,20.04.2006,Замечательная книга
Король Лир,Иван Тургенев,Фантастика,1791,96,90,Твердый,Наследство,06.04.2007,17.11.2005,Хорошая книга
Хладнокровное убийство,Иван Бунин,Научная лит-ра,1728,46,86,Твердый,Наследство,19.11.2007,18.12.2006,Неплохя книга
Великий Гэтсби,Иван Шмелёв,Роман,1959,16,63,Твердый,Наследство,19.09.2004,04.12.2003,Хорошая книга
Иди,Гавриил Троепольский,Повесть,2000,73,50,Мягкий,Подарок,28.01.2008,24.09.2003,Ужасная книга
Листья травы,Ярослав Гашек,Драма,1819,18,62,Твердый,Подарок,26.10.2008,26.11.2012,Ужасная книга
Скотный двор,Харуки Мураками,Фантастика,1485,78,18,Твердый,Подарок,30.01.2009,08.07.2001,Сложная для понимания книга
Приключения Гекльберри Финна,Николай Носов,Рассказ,2009,42,73,Твердый,Покупка,14.09.2019,31.07.2005,Замечательная книга
Властелин колец,Василий Шукшин,Драма,1637,71,24,Твердый,Подарок,09.10.2007,10.08.2020,Неплохя книга
Лорд Джим,Михаил Лермонтов,Стихотворения,1943,92,71,Мягкий,Наследство,23.06.2008,26.02.2010,Сложная для понимания книга
Листья травы,Илья Ильф,Комедия,1666,30,15,Мягкий,Наследство,07.07.2003,16.05.2015,Неплохя книга
Пригоршня праха,Мария Семенова,Роман,1862,36,45,Мягкий,Подарок,02.04.2018,04.04.1995,Неплохя книга
Дети полуночи,Василь Быков,Научная лит-ра,1818,23,87,Твердый,Подарок,19.01.2003,16.04.2001,Хорошая книга
Гордость и предубеждение,Илья Ильф,Драма,1990,35,71,Мягкий,Покупка,23.06.2002,07.01.2021,Хорошая книга
Фиеста,Джейн Остин,Психология,1864,57,75,Мягкий,Покупка,24.01.2013,09.06.2012,Хорошая книга
Листья травы,Борис Васильев,Повесть,1943,95,35,Мягкий,Покупка,19.10.2011,22.11.2012,Хорошая книга
Кентерберийские рассказы,Уильям Шекспир,Роман,1696,70,24,Мягкий,Подарок,24.05.1998,26.03.2016,Неплохя книга
Мальтийский сокол,Иван Шмелёв,Драма,1494,91,65,Твердый,Покупка,25.01.2021,27.12.2015,Ужасная книга
Тропик Рака,Томас Манн,Фантастика,1716,34,63,Мягкий,Подарок,16.12.2018,16.06.2011,Ужасная книга
1984,Александр Волков,Роман,1896,26,83,Твердый,Наследство,09.11.2000,22.11.1997,Хорошая книга
Американская трагедия,Николай Гоголь,Стихотворения,1823,67,43,Мягкий,Наследство,20.10.2019,06.09.2010,Сложная для понимания книга
Король Лир,Николай Гоголь,Роман,1821,92,38,Мягкий,Подарок,07.11.1997,30.04.2004,Хорошая книга
Со всем этим покончено,Сергей Есенин,Драма,1571,57,95,Твердый,Подарок,23.10.2005,23.02.2001,Неплохя книга
Ким,Валентин Катаев,Учебник,1966,46,19,Твердый,Покупка,04.11.2018,03.06.2013,Хорошая книга
Случай Портного,Джером Д. Сэлинджер,Комедия,1877,55,69,Твердый,Покупка,16.08.2001,22.11.1996,Хорошая книга
Мидлмарч,Джером Д. Сэлинджер,Учебник,1910,47,55,Твердый,Наследство,21.09.2021,11.09.1995,Неплохя книга
День саранчи,Джонатан Свифт,Рассказ,2005,31,57,Твердый,Покупка,08.07.2019,18.11.2004,Замечательная книга
Общество изобилия,Герберт Уэллс,Комедия,1803,84,83,Мягкий,Покупка,10.09.2018,28.10.2010,Неплохя книга
Бойня номер пять,Антуан де Сент-Экзюпери,Повесть,1725,84,89,Твердый,Наследство,26.12.2014,03.04.2019,Сложная для понимания книга
Души черного народа,Виктор Драгунский,Научная лит-ра,1611,48,30,Твердый,Покупка,23.06.2001,20.09.2020,Замечательная книга
Заводной апельсин,Франц Кафка,Рассказ,1572,37,22,Твердый,Покупка,14.08.2020,09.09.2020,Замечательная книга
Эпоха невинности,Маргарет Митчелл,Комедия,1741,32,99,Твердый,Подарок,12.02.2011,30.10.2007,Сложная для понимания книга
Заводной апельсин,Аркадий Стругацкий,Комедия,1674,55,75,Мягкий,Подарок,25.09.1995,07.01.2008,Замечательная книга
Сердце тьмы,Николай Лесков,Роман,1703,84,84,Твердый,Подарок,18.06.1998,14.03.2002,Хорошая книга
Потерянный рай,Константин Паустовский,Фантастика,1816,17,88,Твердый,Покупка,13.11.2006,21.01.2019,Неплохя книга
Илиада и Одиссея,Ярослав Гашек,Рассказ,1599,84,24,Твердый,Подарок,26.06.2007,14.01.2020,Сложная для понимания книга
Смерть приходит за архиепископом,Жюль Верн,Драма,1647,52,47,Твердый,Наследство,04.05.2018,05.09.2016,Хорошая книга
Мальтийский сокол,Владимир Обручев,Драма,1710,21,35,Мягкий,Покупка,18.11.2009,24.03.2014,Хорошая книга
Свет в августе,Михаил Шолохов,Повесть,1918,96,83,Мягкий,Подарок,06.09.2014,12.05.2004,Неплохя книга
Повелитель мух,Рэй Брэдбери,Повесть,1685,54,97,Мягкий,Подарок,27.06.1997,30.10.2014,Сложная для понимания книга
Смерть приходит за архиепископом,Александр Беляев,Научная лит-ра,1946,100,37,Мягкий,Подарок,26.06.2015,27.11.2001,Неплохя книга
Властелин колец,Томас Манн,Драма,1682,71,55,Мягкий,Подарок,26.11.1995,14.11.2002,Неплохя книга
Скотный двор,Иоганн Вольфганг фон Гёте,Роман,1595,29,12,Мягкий,Покупка,08.03.2019,24.05.2008,Хорошая книга
Хладнокровное убийство,Владимир Обручев,Драма,1931,96,16,Твердый,Наследство,21.05.2005,16.03.2004,Замечательная книга
1984,Жюль Верн,Психология,1861,81,79,Твердый,Наследство,27.04.2003,10.08.2002,Ужасная книга
Я,Валентин Пикуль,Роман,1984,25,17,Твердый,Подарок,25.11.2019,22.11.2017,Неплохя книга
Американская трагедия,Борис Васильев,Учебник,1967,87,99,Мягкий,Подарок,23.12.2012,24.04.2015,Неплохя книга
Паутина Шарлотты,Юрий Поляков,Повесть,1931,76,84,Мягкий,Покупка,07.04.2005,07.05.2007,Замечательная книга
Скотный двор,Иван Ефремов,Рассказ,1568,61,48,Мягкий,Подарок,25.02.2007,21.11.2017,Сложная для понимания книга
Эпоха невинности,Анатолий Рыбаков,Драма,1943,82,24,Мягкий,Подарок,11.07.2017,24.12.2016,Ужасная книга
День саранчи,Иван Шмелёв,Психология,1754,100,94,Твердый,Подарок,13.03.2016,13.11.2018,Замечательная книга
 вещай с горы,Уильям Шекспир,Психология,1530,17,25,Твердый,Наследство,06.07.2001,27.11.2009,Хорошая книга
Мидлмарч,Агата Кристи,Фантастика,1635,57,60,Мягкий,Наследство,17.03.2015,10.09.2012,Хорошая книга
Лорд Джим,Лев Толстой,Драма,1687,38,64,Твердый,Покупка,19.04.2018,11.11.1997,Замечательная книга
Свет в августе,Иоганн Вольфганг фон Гёте,Драма,1779,13,68,Мягкий,Наследство,20.11.2017,22.03.1996,Замечательная книга
Гамлет,Иван Крылов,Научная лит-ра,1752,39,17,Твердый,Подарок,09.07.2017,10.08.2004,Неплохя книга
Винни-Пух,Евгений Шварц,Рассказ,1538,100,16,Мягкий,Покупка,10.07.2012,21.05.2011,Сложная для понимания книга
Я,Оскар Уайльд,Повесть,1408,54,81,Твердый,Наследство,09.04.2009,24.01.2008,Неплохя книга
Эпоха невинности,Александр Куприн,Фантастика,1754,90,83,Твердый,Покупка,01.04.1997,11.04.2002,Сложная для понимания книга
Сердце,Джонатан Свифт,Психология,1583,73,37,Твердый,Наследство,09.06.2019,12.12.2002,Сложная для понимания книга
Сердце тьмы,Джонатан Свифт,Психология,1411,17,59,Твердый,Наследство,04.06.2000,01.11.2020,Хорошая книга
Гамлет,Жюль Верн,Рассказ,1821,84,52,Мягкий,Подарок,25.06.2016,11.04.1997,Ужасная книга
Божественная комедия,Иван Бунин,Роман,2005,28,86,Мягкий,Подарок,25.12.1999,23.05.2006,Замечательная книга
Человек-невидимка,Александр Грин,Психология,1541,30,83,Мягкий,Покупка,23.07.2009,28.02.2011,Неплохя книга
 вещай с горы,Харуки Мураками,Научная лит-ра,1941,98,20,Твердый,Наследство,14.08.2006,13.10.2018,Хорошая книга
Песнь Соломона,Валентин Катаев,Рассказ,1510,47,95,Твердый,Покупка,24.02.2006,29.01.2012,Хорошая книга
Левиафан,Константин Паустовский,Драма,1661,16,24,Мягкий,Наследство,12.01.2002,28.10.1995,Замечательная книга
Дети полуночи,Шарлотта Бронте,Повесть,1412,83,22,Мягкий,Подарок,27.02.2009,22.07.1997,Ужасная книга
Общество изобилия,Владимир Богомолов,Драма,1557,97,84,Твердый,Наследство,17.12.2011,12.01.2007,Сложная для понимания книга
Анна Каренина,Вениамин Каверин,Повесть,1534,17,85,Твердый,Подарок,06.05.2003,22.01.2011,Замечательная книга
Случай Портного,Валентин Катаев,Фантастика,1454,16,54,Твердый,Подарок,08.03.2010,28.09.2013,Ужасная книга
Скотный двор,Ганс Христиан Андерсен,Научная лит-ра,1758,46,19,Мягкий,Подарок,15.09.1998,02.09.1998,Замечательная книга
Левиафан,Агата Кристи,Драма,1954,87,59,Мягкий,Покупка,17.04.2016,14.12.2007,Сложная для понимания книга
О происхождении видов,Джордж Оруэлл,Научная лит-ра,1824,34,61,Твердый,Наследство,12.10.1999,04.12.2012,Неплохя книга
 вещай с горы,Николай Лесков,Рассказ,1709,86,69,Твердый,Подарок,25.06.2007,09.01.2017,Хорошая книга
В поисках утраченного времени,Василий Шукшин,Стихотворения,1667,72,74,Твердый,Наследство,27.02.2016,10.02.2013,Сложная для понимания книга
Дети полуночи,Валентин Катаев,Учебник,1587,89,89,Мягкий,Наследство,06.03.1998,19.11.2019,Хорошая книга
Иди,Джек Лондон,Научная лит-ра,1938,53,68,Мягкий,Покупка,20.01.2000,03.11.2018,Неплохя книга
Я,Антуан де Сент-Экзюпери,Повесть,1675,29,72,Твердый,Подарок,30.12.2002,22.06.2019,Хорошая книга
Отелло,Иван Гончаров,Рассказ,1968,89,34,Мягкий,Подарок,25.06.2021,29.07.2016,Сложная для понимания книга
Лолита,Франц Кафка,Учебник,1489,62,52,Мягкий,Подарок,15.10.2003,04.07.2003,Замечательная книга
Эпоха невинности,Джейн Остин,Стихотворения,1818,52,41,Твердый,Наследство,12.07.1995,06.02.2016,Неплохя книга
 процента и денег,Александр Грибоедов,Драма,1856,91,36,Мягкий,Подарок,05.04.2006,29.08.2002,Замечательная книга
Кролик,Томас Манн,Научная лит-ра,1623,44,44,Твердый,Покупка,23.06.1999,17.11.2005,Ужасная книга
Дети полуночи,Лев Толстой,Роман,1469,29,32,Твердый,Подарок,28.03.1999,26.12.2013,Замечательная книга
Листья травы,Юрий Поляков,Фантастика,1927,40,78,Твердый,Наследство,08.05.2015,04.05.2019,Ужасная книга
Властелин колец,Джейн Остин,Психология,1587,51,66,Мягкий,Подарок,07.03.2011,05.05.2010,Сложная для понимания книга
 Воспитание Генри Адамса,Ярослав Гашек,Комедия,1739,22,73,Твердый,Подарок,14.01.2011,18.03.2017,Хорошая книга
Сыновья и любовники,Теодор Драйзер,Научная лит-ра,1633,25,31,Мягкий,Подарок,27.12.2007,07.08.2019,Ужасная книга
Кентерберийские рассказы,Кир Булычев,Фантастика,1690,26,41,Твердый,Подарок,03.07.2017,30.10.2011,Неплохя книга
Война и мир,Николай Носов,Учебник,1569,100,14,Твердый,Покупка,12.07.2002,30.05.1997,Хорошая книга
Звук и ярость,Николай Гоголь,Роман,1544,76,19,Мягкий,Покупка,25.01.2000,15.05.2020,Неплохя книга
О дивный новый мир,Евгений Замятин,Рассказ,1494,49,48,Твердый,Покупка,27.09.2006,15.06.2002,Замечательная книга
Библия,Марк Твен,Роман,1519,18,92,Твердый,Покупка,04.11.1999,25.12.2005,Неплохя книга
История,Борис Пастернак,Фантастика,1844,34,38,Твердый,Подарок,01.04.2007,17.09.2021,Замечательная книга
Гроздья гнева,Михаил Лермонтов,Научная лит-ра,1888,50,51,Мягкий,Наследство,18.02.1995,08.06.1995,Неплохя книга
Франкенштейн,Сергей Есенин,Научная лит-ра,1630,91,74,Твердый,Подарок,15.11.2003,29.08.2017,Ужасная книга
Свет в августе,Евгений Замятин,Учебник,1979,56,60,Твердый,Покупка,15.12.2015,10.09.1999,Хорошая книга
Унесенные ветром,Ганс Христиан Андерсен,Комедия,1708,66,43,Мягкий,Подарок,31.03.2017,31.08.2017,Сложная для понимания книга
Франкенштейн,Михаил Лермонтов,Драма,1643,59,98,Мягкий,Покупка,14.02.2009,06.06.2020,Неплохя книга
Над кукушкиным гнездом,Антуан де Сент-Экзюпери,Психология,1826,90,19,Твердый,Покупка,17.03.2004,11.02.1999,Неплохя книга
Красная книжица,Иван Ефремов,Научная лит-ра,1939,24,52,Мягкий,Наследство,28.09.1998,11.03.2014,Замечательная книга
Мидлмарч,Александр Вампилов,Научная лит-ра,1802,48,37,Мягкий,Подарок,20.12.2000,12.11.2004,Ужасная книга
Души черного народа,Валентин Катаев,Учебник,1614,29,29,Твердый,Подарок,10.02.2001,05.04.1996,Ужасная книга
Родной сын,Александр Островский,Психология,1487,85,56,Твердый,Покупка,13.08.2006,03.09.2004,Ужасная книга
Бойня номер пять,Герберт Уэллс,Повесть,1714,38,73,Мягкий,Наследство,08.08.1995,16.04.2007,Хорошая книга
Властелин колец,Кир Булычев,Учебник,1845,24,11,Мягкий,Наследство,19.12.2005,11.04.1997,Неплохя книга
Родной сын,Агата Кристи,Психология,1775,21,71,Твердый,Подарок,01.09.1995,28.01.2020,Ужасная книга
Мидлмарч,Эрнест Хемингуэй,Рассказ,1575,59,21,Мягкий,Подарок,16.11.2001,29.03.2004,Неплохя книга
Лев,Жюль Верн,Научная лит-ра,1810,63,31,Мягкий,Подарок,15.09.1997,24.04.2014,Замечательная книга
Вся королевская рать,Иван Тургенев,Учебник,1677,80,22,Мягкий,Наследство,07.02.2016,02.08.2000,Хорошая книга
Широкое Саргассово море,Аркадий Гайдар,Учебник,1448,86,43,Мягкий,Покупка,06.12.2009,27.10.2000,Замечательная книга
Улисс,Антон Чехов,Роман,1796,71,40,Мягкий,Наследство,26.09.2020,02.09.2021,Сложная для понимания книга
Уловка-22,Теодор Драйзер,Повесть,1636,15,59,Твердый,Подарок,21.08.2019,08.11.2004,Ужасная книга
Безмолвная весна,Иван Ефремов,Стихотворения,1586,53,75,Твердый,Наследство,18.08.2014,25.05.2010,Неплохя книга
Капитал,Вениамин Каверин,Комедия,1946,63,28,Твердый,Наследство,17.09.1995,24.01.2020,Неплохя книга
Улисс,Александр Волков,Научная лит-ра,1911,25,68,Твердый,Покупка,21.02.2004,18.03.2021,Хорошая книга
День саранчи,Лев Толстой,Драма,1536,61,22,Твердый,Наследство,31.08.2000,27.08.2015,Неплохя книга
На маяк,Валентин Распутин,Рассказ,1473,53,77,Мягкий,Подарок,14.12.2001,30.05.2013,Замечательная книга
Приключения Гекльберри Финна,Льюис Кэрролл,Психология,2012,40,28,Твердый,Подарок,05.04.2011,17.02.2019,Сложная для понимания книга
Повелитель мух,Сергей Алексеев,Роман,1910,26,37,Твердый,Покупка,22.01.2021,11.04.1997,Неплохя книга
Приключения Гекльберри Финна,Чарльз Диккенс,Рассказ,1775,67,51,Твердый,Наследство,07.04.1997,13.06.2000,Хорошая книга
Потерянный рай,Борис Васильев,Повесть,1679,82,40,Мягкий,Наследство,02.08.1996,21.06.2020,Хорошая книга
Путешествия Гулливера,Кен Кизи,Стихотворения,1988,21,34,Твердый,Подарок,14.09.2006,31.12.1998,Хорошая книга
1984,Валентин Распутин,Психология,1719,14,16,Твердый,Подарок,22.08.2006,26.03.2010,Хорошая книга
Потерянный рай,Валентин Распутин,Научная лит-ра,1425,41,34,Мягкий,Наследство,17.02.2019,25.04.2010,Хорошая книга
Золотая тетрадь,Илья Ильф,Стихотворения,1584,82,60,Твердый,Покупка,20.06.2017,05.03.2008,Ужасная книга
Миссис Дэллоуэй,Константин Симонов,Фантастика,1719,30,21,Мягкий,Наследство,07.06.2007,10.06.2005,Хорошая книга
Родной сын,Лев Кассиль,Рассказ,1966,49,20,Мягкий,Наследство,19.05.2010,25.05.2000,Неплохя книга
Вечный сон,Владимир Обручев,Научная лит-ра,1527,80,98,Мягкий,Подарок,05.03.1996,10.11.2007,Сложная для понимания книга
Листья травы,Джек Лондон,Роман,1507,55,62,Твердый,Покупка,04.09.2014,30.12.2016,Хорошая книга
Американская трагедия,Иван Гончаров,Стихотворения,1737,11,96,Твердый,Покупка,10.12.2014,30.03.2003,Ужасная книга
Лев,Виктор Драгунский,Повесть,1758,36,80,Мягкий,Наследство,10.01.1996,06.12.1997,Хорошая книга
Приключения Гекльберри Финна,Иван Тургенев,Психология,1459,76,23,Твердый,Наследство,31.05.2020,29.11.2009,Неплохя книга
Общая теория занятости,Станислав Лем,Роман,1937,27,78,Мягкий,Подарок,15.05.2021,01.05.2012,Замечательная книга
Над кукушкиным гнездом,Евгений Шварц,Роман,1875,53,72,Твердый,Наследство,02.01.1997,29.05.2008,Ужасная книга
Уловка-22,Леонид Филатов,Стихотворения,1934,18,59,Мягкий,Подарок,08.08.2008,14.08.2012,Замечательная книга
В поисках утраченного времени,Аркадий Гайдар,Рассказ,1779,64,84,Твердый,Покупка,20.09.2013,31.01.1997,Ужасная книга
 Клавдий,Евгений Замятин,Учебник,1765,99,51,Твердый,Покупка,13.07.2020,22.02.2014,Замечательная книга
Король Лир,Пауло Коэльо,Роман,1990,61,19,Твердый,Подарок,20.09.2016,31.01.2018,Хорошая книга
Потерянный рай,Василий Шукшин,Учебник,1487,29,47,Мягкий,Подарок,16.09.1996,16.05.1997,Сложная для понимания книга
Государь,Гавриил Троепольский,Психология,1496,91,36,Мягкий,Покупка,23.11.2000,17.08.1996,Неплохя книга
Ким,Юлиан Семенов,Научная лит-ра,1999,80,13,Мягкий,Покупка,02.12.1999,19.01.2008,Хорошая книга
Демократия в Америке,Александр Островский,Стихотворения,1434,73,28,Мягкий,Наследство,12.01.1999,15.07.2004,Замечательная книга
Миссис Дэллоуэй,Иоганн Вольфганг фон Гёте,Повесть,1508,89,20,Твердый,Наследство,09.04.2017,05.04.1999,Замечательная книга
Гроздья гнева,Антон Чехов,Роман,1504,45,47,Твердый,Покупка,28.07.2009,28.12.2003,Ужасная книга
О дивный новый мир,Иван Гончаров,Фантастика,1549,76,23,Твердый,Наследство,03.09.2012,22.08.1996,Ужасная книга
 колдунья и платяной шкаф,Василий Шукшин,Научная лит-ра,1525,17,42,Мягкий,Наследство,21.04.2002,11.04.2015,Сложная для понимания книга
Когда я умирала,Иоганн Вольфганг фон Гёте,Рассказ,1483,20,52,Твердый,Подарок,18.07.2002,15.11.2012,Неплохя книга
Сыновья и любовники,Иван Ефремов,Драма,1993,13,46,Твердый,Покупка,30.11.2006,18.03.2001,Неплохя книга
Безмолвная весна,Владимир Обручев,Рассказ,1965,27,76,Твердый,Подарок,16.02.1997,24.07.2008,Неплохя книга
Кролик,Юрий Поляков,Драма,1470,77,85,Мягкий,Покупка,02.08.2006,24.11.2000,Сложная для понимания книга
Со всем этим покончено,Томас Манн,Научная лит-ра,1592,50,72,Мягкий,Наследство,09.01.2003,30.08.2014,Неплохя книга
Возлюбленная,Аркадий Стругацкий,Психология,1873,28,63,Твердый,Подарок,28.09.2013,01.08.2009,Неплохя книга
Пригоршня праха,Борис Васильев,Фантастика,1925,28,67,Мягкий,Покупка,26.04.1996,07.09.2009,Неплохя книга
Уловка-22,Редьярд Киплинг,Повесть,1562,55,81,Твердый,Покупка,02.02.2016,13.09.2004,Ужасная книга
Общая теория занятости,Джек Лондон,Рассказ,1638,26,29,Мягкий,Наследство,27.05.2003,13.11.2012,Сложная для понимания книга
 процента и денег,Василь Быков,Фантастика,1531,30,56,Мягкий,Подарок,24.01.2002,01.01.1998,Замечательная книга
 Воспитание Генри Адамса,Лев Толстой,Учебник,1979,78,18,Мягкий,Покупка,23.07.1995,23.11.2017,Хорошая книга
Кентерберийские рассказы,Владимир Богомолов,Повесть,1713,14,24,Мягкий,Подарок,13.02.2006,06.10.2015,Ужасная книга
Миссис Дэллоуэй,Валентин Распутин,Комедия,1968,97,47,Твердый,Покупка,30.03.1997,11.08.2002,Хорошая книга
Фиеста,Виктор Драгунский,Рассказ,1826,24,87,Твердый,Подарок,13.06.2007,19.02.2018,Неплохя книга
Хладнокровное убийство,Иван Ефремов,Фантастика,1610,84,12,Твердый,Покупка,25.03.2015,31.03.2004,Замечательная книга
Улисс,Валентин Пикуль,Комедия,1631,100,50,Мягкий,Наследство,10.02.1995,19.09.2015,Замечательная книга
День саранчи,Джейн Остин,Учебник,1973,98,76,Мягкий,Наследство,19.01.2011,24.04.1996,Неплохя книга
Общая теория занятости,Фрэнсис Скотт Фицджеральд,Учебник,1878,24,85,Твердый,Покупка,27.02.2013,18.02.2010,Сложная для понимания книга
Анна Каренина,Анатолий Рыбаков,Научная лит-ра,1916,61,51,Твердый,Покупка,03.01.2012,13.04.1998,Ужасная книга
Песнь Соломона,Максим Горький,Повесть,1575,71,84,Твердый,Покупка,02.08.2021,18.02.1997,Хорошая книга
1984,Сергей Есенин,Роман,1986,68,72,Мягкий,Наследство,07.04.2007,18.02.2013,Ужасная книга
Улисс,Эрих Мария Ремарк,Психология,1858,34,97,Твердый,Подарок,24.10.2001,25.11.2019,Сложная для понимания книга
 колдунья и платяной шкаф,Джейн Остин,Психология,1658,22,13,Мягкий,Наследство,28.04.2020,26.02.1996,Неплохя книга
 вещай с горы,Василь Быков,Психология,1982,94,16,Твердый,Покупка,15.01.1996,06.07.2003,Сложная для понимания книга
Лолита,Эрнест Хемингуэй,Психология,1440,27,58,Твердый,Покупка,16.02.2012,15.09.2011,Сложная для понимания книга
Государь,Антуан де Сент-Экзюпери,Учебник,2003,98,58,Твердый,Подарок,31.05.1999,10.10.1995,Сложная для понимания книга
Эпоха невинности,Григорий Белых,Учебник,1706,36,68,Твердый,Покупка,24.05.2007,04.06.2020,Сложная для понимания книга
Гордость и предубеждение,Артур Конан Дойль,Научная лит-ра,1745,90,64,Твердый,Подарок,17.11.2006,09.11.2006,Сложная для понимания книга
Ночь,Теодор Драйзер,Стихотворения,1665,17,39,Мягкий,Наследство,23.05.1998,27.07.2017,Ужасная книга
Песнь Соломона,Леонид Филатов,Учебник,1820,33,34,Твердый,Покупка,13.07.1995,08.02.2018,Неплохя книга
Эпоха невинности,Юлиан Семенов,Учебник,1727,90,50,Твердый,Покупка,09.10.2011,26.10.2002,Хорошая книга
Франкенштейн,Марк Твен,Стихотворения,1420,45,93,Твердый,Подарок,26.09.2017,20.10.2002,Ужасная книга
Хладнокровное убийство,Борис Пастернак,Рассказ,1440,24,47,Твердый,Подарок,20.02.2002,08.02.1996,Хорошая книга
На маяк,Эрнест Хемингуэй,Рассказ,1701,25,43,Твердый,Наследство,14.01.2010,06.09.2020,Сложная для понимания книга
В дороге,Эрих Мария Ремарк,Повесть,1907,88,79,Мягкий,Покупка,24.10.1996,30.10.2019,Ужасная книга
Золотая тетрадь,Агата Кристи,Роман,1514,98,21,Твердый,Подарок,18.04.2005,07.05.2005,Неплохя книга
Толкование сновидений,Евгений Замятин,Роман,1455,19,95,Твердый,Подарок,16.12.2000,31.03.2021,Сложная для понимания книга
Сердце тьмы,Александр Грибоедов,Фантастика,1790,36,55,Мягкий,Покупка,23.12.2002,18.05.1995,Неплохя книга
Широкое Саргассово море,Маргарет Митчелл,Драма,1695,97,52,Мягкий,Подарок,12.10.1998,09.09.2006,Ужасная книга
Дети полуночи,Жюль Верн,Стихотворения,1956,77,70,Твердый,Наследство,25.12.2019,12.01.2020,Хорошая книга
По ком звонит колокол,Григорий Белых,Роман,2014,78,43,Мягкий,Покупка,16.09.1995,27.11.2007,Хорошая книга
